Cluster,CourseID,Enrollments,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserID
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00588
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00588
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00589
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00589
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00589
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00589
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00589
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00590
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00590
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00590
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00590
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00590
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00591
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00591
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00591
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00591
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00591
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00592
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00592
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00592
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U00592
3,CR00036,113,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,U00592
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00593
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00593
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00593
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00593
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00593
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00594
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00594
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00594
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00594
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00594
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00595
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00595
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00595
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00595
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00595
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00596
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00596
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00596
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00596
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00596
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00597
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00597
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00597
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00597
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00597
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00598
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00598
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00598
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00598
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00598
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00599
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00599
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00599
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00599
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00599
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00600
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00600
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00600
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00600
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00600
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00601
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00601
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00601
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00601
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00601
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00602
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00602
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00602
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00602
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00602
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00603
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00603
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00603
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00603
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00603
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00604
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00604
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00604
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00604
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00604
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00605
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00605
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00605
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00605
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00605
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00606
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00606
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00606
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00606
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00606
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00607
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00607
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00607
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00607
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00607
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00608
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00608
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00608
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00608
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00608
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00609
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00609
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00609
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00609
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00609
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00610
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00610
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00610
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00610
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00610
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00611
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00611
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00611
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00611
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00611
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00612
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00612
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00612
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00612
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00612
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00613
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00613
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00613
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00613
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00613
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00614
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00614
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00614
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00614
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00614
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00615
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00615
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00615
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00615
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00615
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00616
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00616
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00616
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00616
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00616
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00617
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00617
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00617
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00617
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00617
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00618
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00618
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00618
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00618
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00618
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00619
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00619
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00619
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U00619
3,CR00036,113,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,U00619
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00620
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00620
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00620
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00620
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00620
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00621
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00621
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00621
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00621
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00621
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00622
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00622
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00622
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00622
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00622
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00623
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00623
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00623
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00623
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00623
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00624
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00624
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00624
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00624
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00624
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00625
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00625
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00625
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00625
0,CR00016,40,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U00625
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00626
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00626
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00626
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00626
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00626
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00627
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00627
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00627
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00627
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00627
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00628
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00628
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00628
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00628
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00628
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00629
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00629
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00629
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00629
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00629
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00630
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00630
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00630
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00630
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00630
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00631
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00631
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00631
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00631
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00631
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00632
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00632
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00632
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00632
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00632
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00633
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00633
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00633
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00633
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00633
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00634
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00634
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00634
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00634
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00634
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00635
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00635
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00635
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00635
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00635
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00636
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00636
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00636
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00636
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00636
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00637
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00637
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00637
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00637
2,CR00016,2,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U00637
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00638
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00638
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00638
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00638
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00638
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00639
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00639
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00639
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00639
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00639
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00640
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00640
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00640
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00640
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00640
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00641
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00641
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00641
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00641
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00641
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00642
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00642
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00642
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00642
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00642
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00643
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00643
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00643
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00643
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00643
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00644
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00644
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00644
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00644
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00644
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00645
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00645
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00645
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00645
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00645
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00646
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00646
